year,month,XMXL WMASK mnthly
137,12,  0.6490903E+04
138, 1,  0.4163104E+04
138, 2,  0.4647945E+04
138, 3,  0.6018878E+04
138, 4,  0.1190655E+05
138, 5,  0.2476101E+05
138, 6,  0.2381316E+05
138, 7,  0.2086587E+05
138, 8,  0.1796817E+05
138, 9,  0.1749449E+05
138,10,  0.1513816E+05
138,11,  0.1094513E+05
138,12,  0.6416433E+04
139, 1,  0.4169518E+04
139, 2,  0.4656426E+04
139, 3,  0.6019344E+04
139, 4,  0.1141729E+05
139, 5,  0.2547448E+05
139, 6,  0.2709730E+05
139, 7,  0.2491090E+05
139, 8,  0.2139074E+05
139, 9,  0.2046704E+05
139,10,  0.1641811E+05
139,11,  0.1100010E+05
139,12,  0.6371216E+04
140, 1,  0.4193443E+04
140, 2,  0.4667430E+04
140, 3,  0.6035885E+04
140, 4,  0.1145523E+05
140, 5,  0.2579777E+05
140, 6,  0.2876442E+05
140, 7,  0.2604020E+05
140, 8,  0.2241826E+05
140, 9,  0.2163102E+05
140,10,  0.1719373E+05
140,11,  0.1100057E+05
140,12,  0.6365606E+04
141, 1,  0.4185497E+04
141, 2,  0.4665165E+04
141, 3,  0.6055819E+04
141, 4,  0.1284007E+05
141, 5,  0.2738239E+05
141, 6,  0.2958300E+05
141, 7,  0.2643737E+05
141, 8,  0.2216787E+05
141, 9,  0.2095187E+05
141,10,  0.1619136E+05
141,11,  0.1102652E+05
141,12,  0.6424422E+04
142, 1,  0.4190332E+04
142, 2,  0.4688413E+04
142, 3,  0.6064773E+04
142, 4,  0.1229535E+05
142, 5,  0.2723379E+05
142, 6,  0.3035101E+05
142, 7,  0.2829922E+05
142, 8,  0.2305759E+05
142, 9,  0.2041448E+05
142,10,  0.1604303E+05
142,11,  0.1118831E+05
142,12,  0.6407402E+04
143, 1,  0.4199502E+04
143, 2,  0.4700987E+04
143, 3,  0.6087982E+04
143, 4,  0.1234729E+05
143, 5,  0.2895120E+05
143, 6,  0.3084725E+05
143, 7,  0.2943256E+05
143, 8,  0.2415867E+05
143, 9,  0.2144698E+05
143,10,  0.1653204E+05
143,11,  0.1121060E+05
143,12,  0.6380778E+04
144, 1,  0.4212896E+04
144, 2,  0.4728464E+04
144, 3,  0.6107558E+04
144, 4,  0.1334867E+05
144, 5,  0.3097609E+05
144, 6,  0.3300346E+05
144, 7,  0.3064146E+05
144, 8,  0.2511795E+05
144, 9,  0.2215837E+05
144,10,  0.1704596E+05
144,11,  0.1123520E+05
144,12,  0.6440236E+04
145, 1,  0.4222004E+04
145, 2,  0.4720581E+04
145, 3,  0.6149827E+04
145, 4,  0.1461926E+05
145, 5,  0.3175229E+05
145, 6,  0.3314021E+05
145, 7,  0.3167764E+05
145, 8,  0.2471574E+05
145, 9,  0.2207071E+05
145,10,  0.1699725E+05
145,11,  0.1143309E+05
145,12,  0.6405786E+04
146, 1,  0.4244942E+04
146, 2,  0.4739421E+04
146, 3,  0.6143471E+04
146, 4,  0.1379130E+05
146, 5,  0.3184756E+05
146, 6,  0.3197892E+05
146, 7,  0.2868042E+05
146, 8,  0.2347259E+05
146, 9,  0.2159612E+05
146,10,  0.1684761E+05
146,11,  0.1147594E+05
146,12,  0.6408523E+04
147, 1,  0.4257357E+04
147, 2,  0.4750958E+04
147, 3,  0.6162327E+04
147, 4,  0.1379130E+05
147, 5,  0.3237776E+05
147, 6,  0.3375148E+05
147, 7,  0.3149750E+05
147, 8,  0.2557470E+05
147, 9,  0.2414046E+05
147,10,  0.1801061E+05
147,11,  0.1164642E+05
147,12,  0.6620188E+04
148, 1,  0.4336147E+04
148, 2,  0.4801145E+04
148, 3,  0.6214231E+04
148, 4,  0.1378685E+05
148, 5,  0.3137797E+05
148, 6,  0.3211709E+05
148, 7,  0.2943247E+05
148, 8,  0.2398180E+05
148, 9,  0.2253748E+05
148,10,  0.1713589E+05
148,11,  0.1168775E+05
148,12,  0.6532515E+04
149, 1,  0.4292916E+04
149, 2,  0.4731316E+04
149, 3,  0.6162441E+04
149, 4,  0.1368278E+05
149, 5,  0.3001679E+05
149, 6,  0.2895661E+05
149, 7,  0.2287365E+05
149, 8,  0.1975090E+05
149, 9,  0.1953317E+05
149,10,  0.1530412E+05
149,11,  0.1148882E+05
149,12,  0.6516934E+04
150, 1,  0.4238772E+04
150, 2,  0.4736576E+04
150, 3,  0.6124638E+04
150, 4,  0.1453573E+05
150, 5,  0.3037025E+05
150, 6,  0.2821622E+05
150, 7,  0.2173313E+05
150, 8,  0.1629307E+05
150, 9,  0.1626117E+05
150,10,  0.1452981E+05
150,11,  0.1142456E+05
150,12,  0.6548234E+04
151, 1,  0.4237195E+04
151, 2,  0.4698872E+04
151, 3,  0.6096684E+04
151, 4,  0.1318342E+05
151, 5,  0.2874986E+05
151, 6,  0.2727117E+05
151, 7,  0.2061694E+05
151, 8,  0.1531274E+05
151, 9,  0.1535865E+05
151,10,  0.1431152E+05
151,11,  0.1143381E+05
151,12,  0.6584489E+04
152, 1,  0.4221989E+04
152, 2,  0.4686993E+04
152, 3,  0.6102053E+04
152, 4,  0.1438327E+05
152, 5,  0.2930884E+05
152, 6,  0.2595409E+05
152, 7,  0.1946702E+05
152, 8,  0.1458372E+05
152, 9,  0.1463740E+05
152,10,  0.1375582E+05
152,11,  0.1131216E+05
152,12,  0.6574001E+04
153, 1,  0.4212634E+04
153, 2,  0.4686520E+04
153, 3,  0.6086581E+04
153, 4,  0.1413822E+05
153, 5,  0.2755116E+05
153, 6,  0.2436002E+05
153, 7,  0.1898490E+05
153, 8,  0.1531354E+05
153, 9,  0.1608696E+05
153,10,  0.1446513E+05
153,11,  0.1165256E+05
153,12,  0.6559521E+04
154, 1,  0.4199331E+04
154, 2,  0.4706270E+04
154, 3,  0.6103085E+04
154, 4,  0.1375874E+05
154, 5,  0.2577860E+05
154, 6,  0.2264486E+05
154, 7,  0.1894623E+05
154, 8,  0.1468761E+05
154, 9,  0.1505971E+05
154,10,  0.1419346E+05
154,11,  0.1162386E+05
154,12,  0.6547196E+04
155, 1,  0.4156424E+04
155, 2,  0.4669642E+04
155, 3,  0.6066259E+04
155, 4,  0.1431308E+05
155, 5,  0.2425912E+05
155, 6,  0.2034380E+05
155, 7,  0.1674916E+05
155, 8,  0.1464412E+05
155, 9,  0.1583087E+05
155,10,  0.1500743E+05
155,11,  0.1187589E+05
155,12,  0.6514323E+04
156, 1,  0.4149281E+04
156, 2,  0.4653348E+04
156, 3,  0.6043647E+04
156, 4,  0.1300281E+05
156, 5,  0.2136966E+05
156, 6,  0.1798867E+05
156, 7,  0.1586537E+05
156, 8,  0.1545182E+05
156, 9,  0.1666728E+05
156,10,  0.1540856E+05
156,11,  0.1220650E+05
156,12,  0.6618615E+04
157, 1,  0.4132043E+04
157, 2,  0.4636404E+04
157, 3,  0.5981768E+04
157, 4,  0.1154384E+05
157, 5,  0.1833776E+05
157, 6,  0.1504203E+05
157, 7,  0.1457638E+05
157, 8,  0.1427273E+05
157, 9,  0.1547167E+05
157,10,  0.1404869E+05
157,11,  0.1138218E+05
157,12,  0.6595928E+04
158, 1,  0.4129278E+04
158, 2,  0.4630504E+04
158, 3,  0.5959676E+04
158, 4,  0.9152173E+04
158, 5,  0.1399256E+05
158, 6,  0.1334297E+05
158, 7,  0.1360161E+05
158, 8,  0.1313079E+05
158, 9,  0.1389997E+05
158,10,  0.1340823E+05
158,11,  0.1134276E+05
158,12,  0.6610721E+04
159, 1,  0.4096028E+04
159, 2,  0.4595576E+04
159, 3,  0.5916957E+04
159, 4,  0.7970378E+04
159, 5,  0.1113543E+05
159, 6,  0.1224537E+05
159, 7,  0.1270457E+05
159, 8,  0.1282913E+05
159, 9,  0.1348678E+05
159,10,  0.1290479E+05
159,11,  0.1110784E+05
159,12,  0.6668646E+04
160, 1,  0.4136511E+04
160, 2,  0.4602341E+04
160, 3,  0.5894231E+04
160, 4,  0.7396945E+04
160, 5,  0.9832409E+04
160, 6,  0.1172133E+05
160, 7,  0.1245448E+05
160, 8,  0.1222382E+05
160, 9,  0.1274470E+05
160,10,  0.1254655E+05
160,11,  0.1093977E+05
160,12,  0.6739301E+04
161, 1,  0.4097733E+04
161, 2,  0.4572944E+04
161, 3,  0.5889750E+04
161, 4,  0.7393585E+04
161, 5,  0.9660430E+04
161, 6,  0.1163939E+05
161, 7,  0.1242610E+05
161, 8,  0.1229117E+05
161, 9,  0.1284806E+05
161,10,  0.1270703E+05
161,11,  0.1109858E+05
161,12,  0.6712352E+04
162, 1,  0.4110346E+04
162, 2,  0.4570311E+04
162, 3,  0.5873290E+04
162, 4,  0.7407953E+04
162, 5,  0.9613055E+04
162, 6,  0.1152167E+05
162, 7,  0.1246179E+05
162, 8,  0.1226414E+05
162, 9,  0.1262079E+05
162,10,  0.1254825E+05
162,11,  0.1116370E+05
162,12,  0.6749589E+04
163, 1,  0.4096470E+04
163, 2,  0.4557542E+04
163, 3,  0.5873898E+04
163, 4,  0.7389547E+04
163, 5,  0.9690500E+04
163, 6,  0.1155192E+05
163, 7,  0.1224289E+05
163, 8,  0.1223546E+05
163, 9,  0.1261353E+05
163,10,  0.1256989E+05
163,11,  0.1121673E+05
163,12,  0.6837902E+04
164, 1,  0.4107359E+04
164, 2,  0.4575025E+04
164, 3,  0.5871661E+04
164, 4,  0.7392086E+04
164, 5,  0.9310396E+04
164, 6,  0.1119833E+05
164, 7,  0.1219010E+05
164, 8,  0.1220859E+05
164, 9,  0.1247175E+05
164,10,  0.1238616E+05
164,11,  0.1103368E+05
164,12,  0.6784979E+04
165, 1,  0.4103238E+04
165, 2,  0.4572875E+04
165, 3,  0.5852454E+04
165, 4,  0.7348315E+04
165, 5,  0.9243736E+04
165, 6,  0.1088253E+05
165, 7,  0.1187566E+05
165, 8,  0.1205974E+05
165, 9,  0.1241714E+05
165,10,  0.1244978E+05
165,11,  0.1120441E+05
165,12,  0.6857915E+04
166, 1,  0.4081063E+04
166, 2,  0.4566214E+04
166, 3,  0.5848624E+04
166, 4,  0.7362610E+04
166, 5,  0.9283550E+04
166, 6,  0.1102880E+05
166, 7,  0.1193857E+05
166, 8,  0.1198173E+05
166, 9,  0.1232224E+05
166,10,  0.1228210E+05
166,11,  0.1107898E+05
166,12,  0.6834421E+04
167, 1,  0.4135910E+04
167, 2,  0.4600388E+04
167, 3,  0.5873337E+04
167, 4,  0.7354702E+04
167, 5,  0.9279268E+04
167, 6,  0.1105119E+05
167, 7,  0.1203376E+05
167, 8,  0.1202417E+05
167, 9,  0.1234459E+05
167,10,  0.1228727E+05
167,11,  0.1109637E+05
167,12,  0.6923578E+04
168, 1,  0.4121945E+04
168, 2,  0.4596640E+04
168, 3,  0.5871534E+04
168, 4,  0.7375133E+04
168, 5,  0.9490376E+04
168, 6,  0.1133944E+05
168, 7,  0.1205998E+05
168, 8,  0.1194069E+05
168, 9,  0.1225645E+05
168,10,  0.1217569E+05
168,11,  0.1087879E+05
168,12,  0.6930025E+04
169, 1,  0.4123158E+04
169, 2,  0.4589104E+04
169, 3,  0.5866590E+04
169, 4,  0.7368810E+04
169, 5,  0.9444047E+04
169, 6,  0.1127394E+05
169, 7,  0.1207331E+05
169, 8,  0.1181146E+05
169, 9,  0.1208800E+05
169,10,  0.1198991E+05
169,11,  0.1078231E+05
169,12,  0.6874021E+04
170, 1,  0.4132845E+04
170, 2,  0.4592379E+04
170, 3,  0.5866919E+04
170, 4,  0.7373478E+04
170, 5,  0.9861087E+04
170, 6,  0.1184813E+05
170, 7,  0.1235480E+05
170, 8,  0.1179611E+05
170, 9,  0.1203301E+05
170,10,  0.1194296E+05
170,11,  0.1079804E+05
170,12,  0.6864900E+04
171, 1,  0.4139802E+04
171, 2,  0.4584936E+04
171, 3,  0.5876552E+04
171, 4,  0.7406166E+04
171, 5,  0.1010085E+05
171, 6,  0.1204192E+05
171, 7,  0.1223674E+05
171, 8,  0.1173077E+05
171, 9,  0.1189606E+05
171,10,  0.1185569E+05
171,11,  0.1077191E+05
171,12,  0.6918757E+04
172, 1,  0.4149417E+04
172, 2,  0.4615177E+04
172, 3,  0.5895849E+04
172, 4,  0.7472817E+04
172, 5,  0.1072285E+05
172, 6,  0.1267610E+05
172, 7,  0.1328410E+05
172, 8,  0.1206240E+05
172, 9,  0.1217082E+05
172,10,  0.1199686E+05
172,11,  0.1075921E+05
172,12,  0.6832644E+04
173, 1,  0.4163941E+04
173, 2,  0.4609088E+04
173, 3,  0.5932635E+04
173, 4,  0.7695309E+04
173, 5,  0.1304290E+05
173, 6,  0.1380199E+05
173, 7,  0.1314923E+05
173, 8,  0.1187572E+05
173, 9,  0.1202902E+05
173,10,  0.1192371E+05
173,11,  0.1066107E+05
173,12,  0.6724937E+04
174, 1,  0.4124887E+04
174, 2,  0.4618122E+04
174, 3,  0.5929019E+04
174, 4,  0.8309909E+04
174, 5,  0.1354383E+05
174, 6,  0.1496561E+05
174, 7,  0.1392415E+05
174, 8,  0.1229966E+05
174, 9,  0.1212857E+05
174,10,  0.1199279E+05
174,11,  0.1072722E+05
174,12,  0.6713484E+04
175, 1,  0.4179831E+04
175, 2,  0.4619620E+04
175, 3,  0.5970692E+04
175, 4,  0.8482235E+04
175, 5,  0.1591493E+05
175, 6,  0.1723715E+05
175, 7,  0.1530904E+05
175, 8,  0.1434875E+05
175, 9,  0.1340421E+05
175,10,  0.1218843E+05
175,11,  0.1061459E+05
175,12,  0.6579557E+04
176, 1,  0.4162121E+04
176, 2,  0.4630605E+04
176, 3,  0.5969930E+04
176, 4,  0.9719506E+04
176, 5,  0.1895174E+05
176, 6,  0.2017170E+05
176, 7,  0.1819919E+05
176, 8,  0.1557491E+05
176, 9,  0.1469314E+05
176,10,  0.1522470E+05
176,11,  0.1077891E+05
176,12,  0.6598257E+04
177, 1,  0.4200292E+04
177, 2,  0.4681568E+04
177, 3,  0.6065361E+04
177, 4,  0.1059308E+05
177, 5,  0.2148602E+05
177, 6,  0.2554037E+05
177, 7,  0.2338886E+05
177, 8,  0.1913481E+05
177, 9,  0.1776559E+05
177,10,  0.1484747E+05
177,11,  0.1091292E+05
177,12,  0.6452797E+04
178, 1,  0.4185792E+04
178, 2,  0.4700916E+04
178, 3,  0.6110451E+04
178, 4,  0.1156361E+05
178, 5,  0.2460742E+05
178, 6,  0.3504850E+05
178, 7,  0.2763942E+05
178, 8,  0.2838238E+05
178, 9,  0.2080618E+05
178,10,  0.1805684E+05
178,11,  0.1138423E+05
178,12,  0.6341964E+04
179, 1,  0.4214810E+04
179, 2,  0.4723986E+04
179, 3,  0.6135000E+04
179, 4,  0.1299925E+05
179, 5,  0.3204299E+05
179, 6,  0.3892649E+05
179, 7,  0.3327360E+05
179, 8,  0.2758017E+05
179, 9,  0.2740263E+05
179,10,  0.1923206E+05
179,11,  0.1162308E+05
179,12,  0.6341839E+04
180, 1,  0.4219956E+04
180, 2,  0.4720566E+04
180, 3,  0.6172151E+04
180, 4,  0.1311762E+05
180, 5,  0.3679755E+05
180, 6,  0.4106596E+05
180, 7,  0.4406420E+05
180, 8,  0.3217003E+05
180, 9,  0.2671069E+05
180,10,  0.2015846E+05
180,11,  0.1134923E+05
180,12,  0.6303895E+04
181, 1,  0.4257493E+04
181, 2,  0.4781445E+04
181, 3,  0.6284476E+04
181, 4,  0.1393060E+05
181, 5,  0.4067016E+05
181, 6,  0.4870461E+05
181, 7,  0.4838673E+05
181, 8,  0.3832862E+05
181, 9,  0.3148184E+05
181,10,  0.2323281E+05
181,11,  0.1196291E+05
181,12,  0.6386691E+04
182, 1,  0.4294830E+04
182, 2,  0.4796046E+04
182, 3,  0.6292767E+04
182, 4,  0.1486055E+05
182, 5,  0.4225888E+05
182, 6,  0.5500625E+05
182, 7,  0.5545684E+05
182, 8,  0.4308131E+05
182, 9,  0.3347732E+05
182,10,  0.2345159E+05
182,11,  0.1186534E+05
182,12,  0.6325271E+04
183, 1,  0.4336045E+04
183, 2,  0.4855171E+04
183, 3,  0.6354152E+04
183, 4,  0.1663280E+05
183, 5,  0.4638559E+05
183, 6,  0.6081439E+05
183, 7,  0.6170096E+05
183, 8,  0.4629478E+05
183, 9,  0.4105223E+05
183,10,  0.2237547E+05
183,11,  0.1210186E+05
183,12,  0.6324442E+04
184, 1,  0.4345459E+04
184, 2,  0.4917630E+04
184, 3,  0.6353414E+04
184, 4,  0.1662562E+05
184, 5,  0.4878278E+05
184, 6,  0.6470346E+05
184, 7,  0.7790593E+05
184, 8,  0.6563559E+05
184, 9,  0.3564966E+05
184,10,  0.2367193E+05
184,11,  0.1261934E+05
184,12,  0.6290990E+04
185, 1,  0.4322366E+04
185, 2,  0.4864099E+04
185, 3,  0.6410991E+04
185, 4,  0.1696640E+05
185, 5,  0.4819194E+05
185, 6,  0.7203987E+05
185, 7,  0.6553298E+05
185, 8,  0.5014184E+05
185, 9,  0.5132971E+05
185,10,  0.2346924E+05
185,11,  0.1273694E+05
185,12,  0.6263206E+04
186, 1,  0.4311721E+04
186, 2,  0.4849832E+04
186, 3,  0.6355250E+04
186, 4,  0.1679255E+05
186, 5,  0.4946647E+05
186, 6,  0.7223998E+05
186, 7,  0.7007323E+05
186, 8,  0.5678902E+05
186, 9,  0.4033555E+05
186,10,  0.2952909E+05
186,11,  0.1313725E+05
186,12,  0.6471088E+04
187, 1,  0.4368797E+04
187, 2,  0.4854981E+04
187, 3,  0.6381460E+04
187, 4,  0.1725783E+05
187, 5,  0.4875850E+05
187, 6,  0.6482105E+05
187, 7,  0.7089973E+05
187, 8,  0.5593758E+05
187, 9,  0.3752066E+05
187,10,  0.2358250E+05
187,11,  0.1321043E+05
187,12,  0.6427467E+04
188, 1,  0.4385495E+04
188, 2,  0.4880596E+04
188, 3,  0.6597265E+04
188, 4,  0.1682218E+05
188, 5,  0.4786746E+05
188, 6,  0.6018243E+05
188, 7,  0.6606926E+05
188, 8,  0.6450002E+05
188, 9,  0.3701541E+05
188,10,  0.2322880E+05
188,11,  0.1324985E+05
188,12,  0.6456406E+04
189, 1,  0.4416047E+04
189, 2,  0.4911091E+04
189, 3,  0.6509683E+04
189, 4,  0.1679425E+05
189, 5,  0.4632578E+05
189, 6,  0.5695379E+05
189, 7,  0.8351173E+05
189, 8,  0.4861761E+05
189, 9,  0.3312689E+05
189,10,  0.2074539E+05
189,11,  0.1308136E+05
189,12,  0.6457500E+04
190, 1,  0.4407976E+04
190, 2,  0.4918491E+04
190, 3,  0.6486166E+04
190, 4,  0.1596873E+05
190, 5,  0.4466877E+05
190, 6,  0.5545625E+05
190, 7,  0.5649232E+05
190, 8,  0.4515611E+05
190, 9,  0.4194635E+05
190,10,  0.1980770E+05
190,11,  0.1298205E+05
190,12,  0.6470397E+04
191, 1,  0.4403313E+04
191, 2,  0.4878000E+04
191, 3,  0.6405437E+04
191, 4,  0.1486890E+05
191, 5,  0.4483352E+05
191, 6,  0.5371038E+05
191, 7,  0.5102951E+05
191, 8,  0.4082354E+05
191, 9,  0.3003218E+05
191,10,  0.1979706E+05
191,11,  0.1341645E+05
191,12,  0.6576626E+04
192, 1,  0.4324902E+04
192, 2,  0.4834050E+04
192, 3,  0.6433744E+04
192, 4,  0.1612486E+05
192, 5,  0.4396450E+05
192, 6,  0.5079898E+05
192, 7,  0.4362312E+05
192, 8,  0.3253485E+05
192, 9,  0.2702487E+05
192,10,  0.1963209E+05
192,11,  0.1352370E+05
192,12,  0.6535003E+04
193, 1,  0.4280687E+04
193, 2,  0.4803804E+04
193, 3,  0.6312875E+04
193, 4,  0.1639360E+05
193, 5,  0.4245165E+05
193, 6,  0.4681231E+05
193, 7,  0.3903219E+05
193, 8,  0.2907692E+05
193, 9,  0.2461900E+05
193,10,  0.1827012E+05
193,11,  0.1347560E+05
193,12,  0.6432895E+04
194, 1,  0.4238340E+04
194, 2,  0.4756776E+04
194, 3,  0.6243154E+04
194, 4,  0.1627955E+05
194, 5,  0.3832468E+05
194, 6,  0.3950654E+05
194, 7,  0.3176731E+05
194, 8,  0.2358482E+05
194, 9,  0.2254856E+05
194,10,  0.1846247E+05
194,11,  0.1348027E+05
194,12,  0.6458125E+04
195, 1,  0.4244811E+04
195, 2,  0.4744428E+04
195, 3,  0.6190670E+04
195, 4,  0.1656268E+05
195, 5,  0.3351996E+05
195, 6,  0.3263131E+05
195, 7,  0.2519279E+05
195, 8,  0.2108357E+05
195, 9,  0.2063655E+05
195,10,  0.1787367E+05
195,11,  0.1355438E+05
195,12,  0.6615607E+04
196, 1,  0.4192024E+04
196, 2,  0.4704076E+04
196, 3,  0.6167159E+04
196, 4,  0.1430061E+05
196, 5,  0.2451189E+05
196, 6,  0.2211381E+05
196, 7,  0.1970537E+05
196, 8,  0.1686683E+05
196, 9,  0.1683058E+05
196,10,  0.1616640E+05
196,11,  0.1319400E+05
196,12,  0.6710972E+04
197, 1,  0.4179971E+04
197, 2,  0.4698474E+04
197, 3,  0.6086542E+04
197, 4,  0.1009281E+05
197, 5,  0.1772963E+05
197, 6,  0.1686858E+05
197, 7,  0.1689521E+05
197, 8,  0.1558186E+05
197, 9,  0.1535410E+05
197,10,  0.1502189E+05
197,11,  0.1276925E+05
197,12,  0.6789260E+04
198, 1,  0.4156770E+04
198, 2,  0.4660073E+04
198, 3,  0.5997395E+04
198, 4,  0.7831683E+04
198, 5,  0.1184249E+05
198, 6,  0.1429312E+05
198, 7,  0.1457528E+05
198, 8,  0.1427219E+05
198, 9,  0.1466618E+05
198,10,  0.1431052E+05
198,11,  0.1236116E+05
198,12,  0.6774288E+04
199, 1,  0.4140322E+04
199, 2,  0.4625840E+04
199, 3,  0.5955240E+04
199, 4,  0.7497750E+04
199, 5,  0.1027611E+05
199, 6,  0.1295202E+05
199, 7,  0.1350984E+05
199, 8,  0.1347809E+05
199, 9,  0.1401401E+05
199,10,  0.1370757E+05
199,11,  0.1192679E+05
199,12,  0.6810163E+04
200, 1,  0.4125125E+04
200, 2,  0.4625846E+04
200, 3,  0.5965004E+04
200, 4,  0.7452698E+04
200, 5,  0.9424593E+04
200, 6,  0.1131431E+05
200, 7,  0.1269083E+05
200, 8,  0.1309279E+05
200, 9,  0.1338712E+05
200,10,  0.1350236E+05
200,11,  0.1189770E+05
